Customer ID,Recency,Frequency,Monetary,Churn,Churn_Prob,CLV,Segment
13724,273,1,213.01,1,0.5104028581053551,213.01,Low Value - High Risk
13727,247,6,740.67,1,0.13723257761865512,4444.0199999999995,High Value - Low Risk
13728,23,10,1839.03,0,0.033646534604633314,18390.3,High Value - Low Risk
13729,71,3,724.73,0,0.32802687280922005,2174.19,High Value - Low Risk
13733,46,2,487.03,0,0.4162570523652435,974.06,Low Value - High Risk
13734,144,4,6695.69,1,0.2272390736593373,26782.76,High Value - Low Risk
13735,12,9,6879.23,0,0.04325694758398417,61913.06999999999,High Value - Low Risk
13736,61,5,2022.67,0,0.1834120224692484,10113.35,High Value - Low Risk
13738,32,1,434.78000000000003,0,0.509166698806428,434.78000000000003,Low Value - High Risk
13739,163,1,75.3,1,0.511170398852632,75.3,Low Value - High Risk
13740,51,4,1232.02,0,0.24934643028997253,4928.08,High Value - Low Risk
13745,182,1,477.32,1,0.508929565011499,477.32,Low Value - High Risk
13746,49,1,176.69,0,0.5106052962446437,176.69,Low Value - High Risk
13747,9,2,169.8,0,0.4179773805857149,339.6,Low Value - High Risk
13748,9,5,1320.1,0,0.18577070571459198,6600.5,High Value - Low Risk
13750,16,6,1954.92,0,0.13405727695337372,11729.52,High Value - Low Risk
13752,163,1,404.45,1,0.509335767003604,404.45,Low Value - High Risk
13753,234,3,1353.31,1,0.3249439182528073,4059.93,High Value - Low Risk
13754,73,1,164.45,0,0.5106735180090315,164.45,Low Value - High Risk
13756,3,10,3999.23,0,0.03211461600926126,39992.3,High Value - Low Risk
13757,310,1,195.55,1,0.5105001759888455,195.55,Low Value - High Risk
13758,2,10,6226.43,0,0.03060586376122997,62264.3,High Value - Low Risk
13760,40,3,1076.85,0,0.32629800491572164,3230.5499999999997,High Value - Low Risk
13761,138,4,881.52,1,0.25081258091084446,3526.08,High Value - Low Risk
13762,229,4,2165.7599999999998,1,0.24546858925507126,8663.039999999999,High Value - Low Risk
13763,53,2,3502.48,0,0.4000116098605289,7004.96,High Value - Low Risk
13764,205,3,1400.2,1,0.32471454268134814,4200.6,High Value - Low Risk
13765,289,1,352.821,1,0.5096235570580493,352.821,Low Value - High Risk
13766,131,1,190.35,1,0.510529159397455,190.35,Low Value - High Risk
13767,5,39,18320.17,0,4.74282849721092e-07,714486.6299999999,High Value - Low Risk
13768,362,2,875.97,1,0.414150627595765,1751.94,High Value - High Risk
13769,3,11,3003.91,0,0.022814833640034587,33043.009999999995,High Value - Low Risk
13770,58,4,785.37,0,0.25121577975366544,3141.48,High Value - Low Risk
13771,169,5,3094.37,1,0.17985892234184161,15471.849999999999,High Value - Low Risk
13772,36,5,1977.39,0,0.1835633347773712,9886.95,High Value - Low Risk
13773,32,2,301.54,0,0.4172627138983942,603.08,Low Value - High Risk
13775,226,1,1049.66,1,0.5057387811369332,1049.66,Low Value - High Risk
13776,64,2,623.98,0,0.41551500422813376,1247.96,Low Value - High Risk
13777,2,37,30501.26,0,7.631337654295776e-07,1128546.6199999999,High Value - Low Risk
13778,127,3,945.79,1,0.3269409455821994,2837.37,High Value - Low Risk
13779,151,1,161.13,1,0.5106920225368129,161.13,Low Value - High Risk
13780,43,1,372.06,0,0.5095163158779115,372.06,Low Value - High Risk
13781,228,2,650.99,1,0.41536869869410137,1301.98,Low Value - High Risk
13782,89,7,877.22,0,0.0983958475664866,6140.54,High Value - Low Risk
13783,123,4,1542.09,1,0.24805417973262278,6168.36,High Value - Low Risk
13784,70,3,447.44,0,0.32939162731681987,1342.32,Low Value - Low Risk
13785,64,4,542.49,0,0.25223619800711194,2169.96,High Value - Low Risk
13786,3,6,3127.99,0,0.13104885601355654,18767.94,High Value - Low Risk
13787,94,4,913.46,1,0.2506787378671209,3653.84,High Value - Low Risk
13788,141,1,3.75,1,0.511569169521123,3.75,Low Value - High Risk
13789,24,1,239.46,0,0.5102554306023548,239.46,Low Value - High Risk
13792,58,1,188.4,0,0.5105400281574435,188.4,Low Value - High Risk
13793,282,1,96.0,1,0.5110550285637422,96.0,Low Value - High Risk
13794,182,1,126.03,1,0.5108876559528228,126.03,Low Value - High Risk
13795,24,4,836.3,0,0.2510021544381774,3345.2,High Value - Low Risk
13796,135,1,289.7,1,0.5099753970626636,289.7,Low Value - High Risk
13797,72,3,1179.45,0,0.3257951357240417,3538.3500000000004,High Value - Low Risk
13798,8,54,38683.02,0,1.1081221652066075e-09,2088883.0799999998,High Value - Low Risk
13799,80,7,2114.71,0,0.09597416275261646,14802.970000000001,High Value - Low Risk
13800,66,2,1121.24,0,0.41282389949013953,2242.48,High Value - High Risk
13802,10,16,21659.69,0,0.002371887143975566,346555.04,High Value - Low Risk
13803,67,2,1061.84,0,0.413145093884256,2123.68,High Value - High Risk
13804,71,2,572.73,0,0.4157926519114017,1145.46,Low Value - High Risk
13807,3,3,422.2,0,0.32951599592970787,1266.6,Low Value - Low Risk
13809,30,2,524.65,0,0.4160531746726493,1049.3,Low Value - High Risk
13813,163,4,1398.61,1,0.24865158991171812,5594.44,High Value - Low Risk
13814,163,1,678.2,1,0.5078097326143216,678.2,Low Value - High Risk
13815,42,4,3448.38,0,0.2402085488099149,13793.52,High Value - Low Risk
13818,65,1,61.28,0,0.5112485378610163,61.28,Low Value - High Risk
13819,305,3,1502.0,1,0.32421684900945047,4506.0,High Value - Low Risk
13820,54,3,652.75,0,0.3283808629887531,1958.25,High Value - Low Risk
13821,29,4,993.44,0,0.25034379407764834,3973.76,High Value - Low Risk
13823,16,5,2445.79,0,0.18200275422312143,12228.95,High Value - Low Risk
13824,15,7,1615.82,0,0.0969439815738057,11310.74,High Value - Low Risk
13825,257,2,255.59,1,0.4175119453811126,511.18,Low Value - High Risk
13829,57,1,102.0,0,0.5110215876795885,102.0,Low Value - High Risk
13830,217,1,156.85,1,0.5107158777281785,156.85,Low Value - High Risk
13831,5,13,4795.09,0,0.01051331684331345,62336.17,High Value - Low Risk
13832,58,1,557.69,0,0.5084815418336156,557.69,Low Value - High Risk
13833,40,1,316.56,0,0.5098256790994588,316.56,Low Value - High Risk
13834,212,2,324.19,1,0.41713987649174844,648.38,Low Value - High Risk
13835,155,3,260.7,1,0.33031234225514416,782.0999999999999,Low Value - Low Risk
13836,35,2,620.37,0,0.41553455970644765,1240.74,Low Value - High Risk
13838,5,7,1245.91,0,0.09766870786289596,8721.37,High Value - Low Risk
13839,122,1,139.95000000000002,1,0.5108100718143279,139.95000000000002,Low Value - High Risk
13840,52,1,651.4,0,0.5079591375705977,651.4,Low Value - High Risk
13842,2,10,2244.29,0,0.03335386444676519,22442.9,High Value - Low Risk
13843,17,1,319.75,0,0.5098078978834474,319.75,Low Value - High Risk
13846,35,1,442.73,0,0.5091223828573603,442.73,Low Value - High Risk
13847,355,1,310.72,1,0.5098582314806182,310.72,Low Value - High Risk
13848,2,6,2080.0,0,0.1337337412605748,12480.0,High Value - Low Risk
13849,33,3,1931.35,0,0.3221221635061911,5794.049999999999,High Value - Low Risk
13851,15,5,1955.0,0,0.1836381912519238,9775.0,High Value - Low Risk
13852,246,1,187.35,1,0.5105458805625411,187.35,Low Value - High Risk
13854,1,15,4144.44,0,0.005079967939149158,62166.59999999999,High Value - Low Risk
13855,136,4,1310.34,1,0.2490195991985652,5241.36,High Value - Low Risk
13856,99,8,753.53,1,0.07003959353750563,6028.24,High Value - Low Risk
13857,29,6,1001.01,0,0.13654649730309806,6006.0599999999995,High Value - Low Risk
13859,165,1,314.7,1,0.5098360468189529,314.7,Low Value - High Risk
13861,65,2,273.26,0,0.41741609881387703,546.52,Low Value - High Risk
13862,25,1,346.72999999999996,0,0.5096575090558497,346.72999999999996,Low Value - High Risk
13863,101,3,933.77,1,0.3269999446718284,2801.31,High Value - Low Risk
13864,22,1,662.4,0,0.507897814811271,662.4,Low Value - High Risk
13869,17,6,4913.22,0,0.12658067786926605,29479.32,High Value - Low Risk
13870,23,7,2941.14,0,0.09438669538338182,20587.98,High Value - Low Risk
13871,64,4,1482.6,0,0.24830176250775313,5930.4,High Value - Low Risk
13872,163,3,919.57,1,0.3270696511476407,2758.71,High Value - Low Risk
13873,19,5,649.32,0,0.1880444453135562,3246.6000000000004,High Value - Low Risk
13874,140,6,1508.7,1,0.13521687604325686,9052.2,High Value - Low Risk
13875,23,9,3027.58,0,0.046955254162563236,27248.22,High Value - Low Risk
13877,106,2,332.44,1,0.41709513694428896,664.88,Low Value - High Risk
13878,183,3,1145.33,1,0.3259623222483838,3435.99,High Value - Low Risk
13879,281,1,395.5,1,0.5093856564873078,395.5,Low Value - High Risk
13880,3,5,1171.8899999999999,0,0.18627125937832437,5859.449999999999,High Value - Low Risk
13881,11,23,28019.58,0,0.00015083197203463912,644450.3400000001,High Value - Low Risk
13883,39,10,3885.54,0,0.03219353154241979,38855.4,High Value - Low Risk
13884,12,5,1037.43,0,0.18672627396423658,5187.150000000001,High Value - Low Risk
13888,40,5,1405.92,0,0.18548133845400747,7029.6,High Value - Low Risk
13889,18,5,1574.33,0,0.18491450686630256,7871.65,High Value - Low Risk
13890,10,4,1043.57,0,0.25013400946875114,4174.28,High Value - Low Risk
13891,14,3,859.21,0,0.32736603795013675,2577.63,High Value - Low Risk
13892,113,2,634.68,1,0.4154570435703171,1269.36,Low Value - High Risk
13895,151,2,1415.45,1,0.41123411262025117,2830.9,High Value - Low Risk
13896,261,1,388.55,1,0.5094243973541317,388.55,Low Value - High Risk
13897,74,2,849.56,0,0.41429356070927886,1699.12,High Value - High Risk
13898,47,1,530.47,0,0.508633281492861,530.47,Low Value - High Risk
13900,25,3,869.64,0,0.3273148134784463,2608.92,High Value - Low Risk
13901,10,10,2809.14,0,0.03295003919041344,28091.399999999998,High Value - Low Risk
13902,268,5,34095.26,1,0.09896551757053794,170476.30000000002,High Value - Low Risk
13903,36,1,165.45000000000002,0,0.5106679443503507,165.45000000000002,Low Value - High Risk
13905,368,1,312.65,1,0.5098474735967651,312.65,Low Value - High Risk
13906,45,1,42.0,0,0.5113559920324873,42.0,Low Value - High Risk
13907,327,1,136.79999999999998,1,0.5108276286155319,136.79999999999998,Low Value - High Risk
13909,59,2,282.85,0,0.417364082830038,565.7,Low Value - High Risk
13911,15,11,1654.08,0,0.023495795693747733,18194.879999999997,High Value - Low Risk
13912,59,1,124.95,0,0.5108936753899649,124.95,Low Value - High Risk
13913,142,1,42.22,1,0.5113547659015765,42.22,Low Value - High Risk
13915,30,1,70.8,0,0.5111954791931694,70.8,Low Value - High Risk
13916,99,4,1275.81,1,0.24916365835139873,5103.24,High Value - Low Risk
13919,60,2,975.87,0,0.4136100914498785,1951.74,High Value - High Risk
13920,67,4,1774.68,0,0.24708778602251882,7098.72,High Value - Low Risk
13921,38,4,730.7,0,0.25144522686766413,2922.8,High Value - Low Risk
13922,73,2,692.95,0,0.41514144283503607,1385.9,Low Value - High Risk
13927,73,1,359.27,0,0.5095876094266018,359.27,Low Value - High Risk
13929,52,9,2651.45,0,0.04733211840546625,23863.05,High Value - Low Risk
13931,28,9,4019.85,0,0.045974692203256846,36178.65,High Value - Low Risk
13935,232,3,6116.92,1,0.3020838157507844,18350.760000000002,High Value - Low Risk
13936,18,2,563.08,0,0.4158449369240792,1126.16,Low Value - High Risk
13937,38,1,721.28,0,0.5075695668097918,721.28,Low Value - High Risk
13939,67,4,992.41,0,0.250348105662082,3969.64,High Value - Low Risk
13941,8,11,6009.34,0,0.021367173377764653,66102.74,High Value - Low Risk
13942,170,1,320.0,1,0.5098065043701715,320.0,Low Value - High Risk
13943,213,1,246.54,1,0.5102159676626562,246.54,Low Value - High Risk
13944,289,1,200.43,1,0.5104729761103953,200.43,Low Value - High Risk
13945,30,2,854.15,0,0.41426871821116357,1708.3,High Value - High Risk
13946,12,3,1314.66,0,0.3251330487190601,3943.9800000000005,High Value - Low Risk
13948,47,3,446.76,0,0.32939497766368914,1340.28,Low Value - Low Risk
13952,16,12,9572.45,0,0.013688199937330729,114869.40000000001,High Value - Low Risk
13953,45,5,3125.0,0,0.17975816637785305,15625.0,High Value - Low Risk
13955,11,1,221.10999999999999,0,0.5103577103654249,221.10999999999999,Low Value - High Risk
13957,53,3,458.25,0,0.32933836898448265,1374.75,Low Value - Low Risk
13958,15,8,4709.23,0,0.06450624800141212,37673.84,High Value - Low Risk
13959,35,3,470.73,0,0.3292768884050691,1412.19,Low Value - Low Risk
13961,28,1,538.4,0,0.5085890753553911,538.4,Low Value - High Risk
13962,71,1,193.25,0,0.5105129955821412,193.25,Low Value - High Risk
13963,3,14,2347.33,0,0.007663374078005318,32862.619999999995,High Value - Low Risk
13964,23,2,438.9,0,0.4165179296859872,877.8,Low Value - High Risk
13965,112,3,996.61,1,0.32669156070009825,2989.83,High Value - Low Risk
13966,71,1,384.26,0,0.5094483107248072,384.26,Low Value - High Risk
13967,32,1,85.6,0,0.5111129925283671,85.6,Low Value - High Risk
13968,59,1,123.66,0,0.5109008652690774,123.66,Low Value - High Risk
13969,1,18,4266.88,0,0.0016570166841243462,76803.84,High Value - Low Risk
13970,22,2,846.55,0,0.4143098519959377,1693.1,High Value - High Risk
13971,59,6,1909.31,0,0.13417541764645302,11455.86,High Value - Low Risk
13974,218,1,264.13,1,0.510117922888082,264.13,Low Value - High Risk
13975,29,6,2795.16,0,0.13189654867882367,16770.96,High Value - Low Risk
13976,142,3,834.38,1,0.32748800116291976,2503.14,High Value - Low Risk
13977,47,1,519.81,0,0.5086927059238227,519.81,Low Value - High Risk
13979,29,6,2510.06,0,0.132626370197899,15060.36,High Value - Low Risk
13980,75,4,568.68,0,0.252126033247288,2274.72,High Value - Low Risk
13981,51,1,331.14,0,0.5097444092642172,331.14,Low Value - High Risk
13982,1,6,2511.08,0,0.1326237530344324,15066.48,High Value - Low Risk
13983,2,10,4479.82,0,0.03178308609926068,44798.2,High Value - Low Risk
13984,2,8,1128.09,0,0.06949738302753941,9024.72,High Value - Low Risk
13985,10,7,2960.73,0,0.09434935237956342,20725.11,High Value - Low Risk
13987,15,2,682.54,0,0.4151978201557984,1365.08,Low Value - High Risk
13988,19,2,609.84,0,0.41559160255174177,1219.68,Low Value - High Risk
13989,100,3,759.98,1,0.32785358822875993,2279.94,High Value - Low Risk
13992,16,2,142.7,0,0.41812443621792494,285.4,Low Value - High Risk
13993,15,10,3309.35,0,0.032596372833327426,33093.5,High Value - Low Risk
13995,15,9,2508.32,0,0.04747628148312123,22574.88,High Value - Low Risk
13996,22,2,895.76,0,0.41404353194554777,1791.52,High Value - High Risk
13997,155,3,376.46,1,0.32974143791420646,1129.3799999999999,Low Value - Low Risk
13998,82,3,566.7,0,0.32880430401154326,1700.1000000000001,High Value - Low Risk
13999,10,17,5600.45,0,0.0023355726632587168,95207.65,High Value - Low Risk
14000,50,4,1410.68,0,0.2486012967773908,5642.72,High Value - Low Risk
14001,9,7,2487.01,0,0.09525608861115221,17409.07,High Value - Low Risk
14003,368,1,209.41,1,0.5104229237131162,209.41,Low Value - High Risk
14004,29,4,1675.81,0,0.24749827403520414,6703.24,High Value - Low Risk
14006,164,4,1234.48,1,0.24933616029921898,4937.92,High Value - Low Risk
14007,148,1,79.48,1,0.5111471019525917,79.48,Low Value - High Risk
14008,68,1,509.04,0,0.5087527433030131,509.04,Low Value - High Risk
14009,98,1,404.3,1,0.5093366031417373,404.3,Low Value - High Risk
14010,201,2,445.15,1,0.4164840503891547,890.3,Low Value - High Risk
14011,116,2,457.82,1,0.4164153726994861,915.64,Low Value - High Risk
14013,16,2,611.55,0,0.41558233902983854,1223.1,Low Value - High Risk
14014,12,2,1443.03,0,0.41108517633573116,2886.06,High Value - Low Risk
14016,32,7,7062.2,0,0.08681717254889522,49435.4,High Value - Low Risk
14017,207,1,229.75,1,0.5103095525899397,229.75,Low Value - High Risk
14018,281,1,367.15,1,0.5095436850656825,367.15,Low Value - High Risk
14020,112,2,606.21,1,0.4156112674187403,1212.42,Low Value - High Risk
14021,10,4,1084.68,0,0.24996205931624074,4338.72,High Value - Low Risk
14022,122,1,352.15,1,0.5096272973005486,352.15,Low Value - High Risk
14024,26,1,318.04,0,0.5098174295101662,318.04,Low Value - High Risk
14025,100,8,4057.9,1,0.06538849600116614,32463.2,High Value - Low Risk
14026,106,2,713.11,1,0.4150322688665792,1426.22,Low Value - High Risk
14028,186,3,10396.5,1,0.2823469401181245,31189.5,High Value - Low Risk
14030,2,14,5839.46,0,0.0070931926867895635,81752.44,High Value - Low Risk
14031,1,27,23632.72,0,3.7317974111330256e-05,638083.4400000001,High Value - Low Risk
14032,2,6,1874.68,0,0.13426517629029794,11248.08,High Value - Low Risk
14033,191,1,109.44,1,0.5109801208462644,109.44,Low Value - High Risk
14035,42,4,1366.73,0,0.24878445985310296,5466.92,High Value - Low Risk
14037,114,4,689.75,1,0.25161718300145164,2759.0,High Value - Low Risk
14038,33,2,1509.5,0,0.41072629500721447,3019.0,High Value - Low Risk
14039,211,1,115.08,1,0.5109486862105965,115.08,Low Value - High Risk
14040,22,23,8963.49,0,0.00023070243459669254,206160.27,High Value - Low Risk
14042,361,1,431.98,1,0.5091823069051626,431.98,Low Value - High Risk
14043,127,2,302.59999999999997,1,0.41725696498706255,605.1999999999999,Low Value - High Risk
14044,54,6,2431.28,0,0.13282863979825585,14587.68,High Value - Low Risk
14045,9,13,9653.28,0,0.009443834184437701,125492.64000000001,High Value - Low Risk
14047,8,10,2946.42,0,0.032852609943935816,29464.2,High Value - Low Risk
14048,18,2,338.76,0,0.417060864662802,677.52,Low Value - High Risk
14049,23,9,7444.68,0,0.042737976354812565,67002.12,High Value - Low Risk
14051,2,15,6784.01,0,0.004790910025866539,101760.15000000001,High Value - Low Risk
14052,26,1,241.3,0,0.5102451747093955,241.3,Low Value - High Risk
14053,33,2,312.05,0,0.4172057138944924,624.1,Low Value - High Risk
14055,213,2,795.3199999999999,1,0.4145871573301166,1590.6399999999999,Low Value - High Risk
14057,17,5,2135.0,0,0.18303706658611177,10675.0,High Value - Low Risk
14058,98,2,469.19,1,0.41635374441725015,938.38,Low Value - High Risk
14060,2,13,3378.66,0,0.010847108085006022,43922.58,High Value - Low Risk
14061,143,3,917.4300000000001,1,0.3270801568702659,2752.29,High Value - Low Risk
14062,10,12,15120.8,0,0.012114147289233395,181449.59999999998,High Value - Low Risk
14063,74,9,22710.2,0,0.030784265537067843,204391.80000000002,High Value - Low Risk
14064,66,10,1925.9,0,0.033583590945434845,19259.0,High Value - Low Risk
14065,25,3,891.02,0,0.32720982354407047,2673.06,High Value - Low Risk
14068,239,3,1250.87,1,0.3254453243419627,3752.6099999999997,High Value - Low Risk
14069,150,2,225.81,1,0.41767349376287255,451.62,Low Value - High Risk
14070,320,1,321.6,1,0.509797585881598,321.6,Low Value - High Risk
14072,302,1,390.85,1,0.5094115766481235,390.85,Low Value - High Risk
14074,259,1,219.4,1,0.510367241569061,219.4,Low Value - High Risk
14075,39,3,792.61,0,0.327693225041053,2377.83,High Value - Low Risk
14077,31,1,115.66,0,0.5109454535658438,115.66,Low Value - High Risk
14078,9,4,640.34,0,0.2518247680268401,2561.36,High Value - Low Risk
14079,318,1,243.63,1,0.5102321876151757,243.63,Low Value - High Risk
14080,49,4,1070.08,0,0.25002311748172923,4280.32,High Value - Low Risk
14081,5,9,4369.47,0,0.04563386357128588,39325.23,High Value - Low Risk
14082,28,1,231.11,0,0.5103019721818999,231.11,Low Value - High Risk
14083,7,3,373.3,0,0.32975701572416316,1119.9,Low Value - Low Risk
14084,148,1,150.5,1,0.5107512702702725,150.5,Low Value - High Risk
14085,4,16,5607.43,0,0.0033895853880383632,89718.88,High Value - Low Risk
14086,98,1,39.95,1,0.5113674173366757,39.95,Low Value - High Risk
14087,40,2,638.0,0,0.41543905999111913,1276.0,Low Value - High Risk
14088,42,3,13544.99,0,0.26833705941491137,40634.97,High Value - Low Risk
14091,290,2,9530.08,1,0.36821989268595645,19060.16,High Value - Low Risk
14092,10,10,3152.54,0,0.03270684657744821,31525.4,High Value - Low Risk
14094,75,1,311.77,0,0.5098523787470113,311.77,Low Value - High Risk
14095,358,1,2.95,1,0.5115736280906062,2.95,Low Value - High Risk
14097,117,2,422.86,1,0.41660488112147787,845.72,Low Value - High Risk
14099,11,9,2646.7400000000002,0,0.04733685577470031,23820.660000000003,High Value - Low Risk
14101,24,7,3985.14,0,0.09241495333551443,27895.98,High Value - Low Risk
14104,25,3,527.32,0,0.32899818081933596,1581.96,Low Value - Low Risk
14105,44,4,4722.6,0,0.235059801249929,18890.4,High Value - Low Risk
14106,373,1,214.8,1,0.510392881026792,214.8,Low Value - High Risk
14107,84,4,2174.07,0,0.24543426097904344,8696.28,High Value - Low Risk
14108,367,2,447.05,1,0.4164737512392646,894.1,Low Value - High Risk
14110,71,21,7304.8,0,0.000505312571069986,153400.80000000002,High Value - Low Risk
14112,87,6,2919.44,0,0.13157947429046588,17516.64,High Value - Low Risk
14113,11,12,5252.19,0,0.015052031048086419,63026.28,High Value - Low Risk
14114,31,5,977.56,0,0.1869291502557571,4887.799999999999,High Value - Low Risk
14115,137,2,622.67,1,0.4155221005066855,1245.34,Low Value - High Risk
14118,64,1,458.45,0,0.5090347539178341,458.45,Low Value - High Risk
14119,11,2,183.37,0,0.41790374971861344,366.74,Low Value - High Risk
14122,42,3,362.42,0,0.32981065357473516,1087.26,Low Value - Low Risk
14123,369,1,436.18,1,0.509158894750357,436.18,Low Value - High Risk
14126,80,1,466.33,0,0.508990827751629,466.33,Low Value - High Risk
14127,16,3,1190.37,0,0.3257416375578292,3571.1099999999997,High Value - Low Risk
14128,187,1,286.71,1,0.5099920632484436,286.71,Low Value - High Risk
14129,35,4,1467.48,0,0.2483647146041156,5869.92,High Value - Low Risk
14130,11,3,1377.86,0,0.3248238145675113,4133.58,High Value - Low Risk
14131,284,1,168.22,1,0.5106525053019594,168.22,Low Value - High Risk
14133,369,1,305.5,1,0.5098873278875459,305.5,Low Value - High Risk
14134,18,15,11123.35,0,0.004350863633319064,166850.25,High Value - Low Risk
14135,3,11,4953.61,0,0.021865162957420303,54489.71,High Value - Low Risk
14136,36,5,1570.81,0,0.1849263407082237,7854.049999999999,High Value - Low Risk
14137,331,1,332.7,1,0.5097357136957106,332.7,Low Value - High Risk
14139,126,3,670.98,1,0.32829119127522843,2012.94,High Value - Low Risk
14142,9,2,671.34,0,0.41525847835006424,1342.68,Low Value - High Risk
14144,122,1,30.6,1,0.5114195277196106,30.6,Low Value - High Risk
14145,95,3,3857.85,1,0.31281181215829423,11573.55,High Value - Low Risk
14146,19,7,5259.3,0,0.09005870469210972,36815.1,High Value - Low Risk
14147,24,7,2106.8,0,0.09598947154119833,14747.600000000002,High Value - Low Risk
14148,50,1,309.09,0,0.509867317147434,309.09,Low Value - High Risk
14151,309,2,679.45,1,0.41521455506168464,1358.9,Low Value - High Risk
14152,23,5,1376.05,0,0.18558201439328373,6880.25,High Value - Low Risk
14153,119,1,233.39999999999998,1,0.5102892081017764,233.39999999999998,Low Value - High Risk
14154,17,6,5115.08,0,0.12608373279314197,30690.48,High Value - Low Risk
14156,7,102,196549.74,0,5.320133909899116e-19,20048073.48,High Value - Low Risk
14157,25,3,553.8,0,0.32886780726359327,1661.3999999999999,High Value - Low Risk
14159,15,9,3230.45,0,0.046753174137578096,29074.05,High Value - Low Risk
14160,246,7,8421.47,1,0.08444346145766439,58950.28999999999,High Value - Low Risk
14161,5,5,2182.46,0,0.18287882464317684,10912.3,High Value - Low Risk
14163,98,1,148.71,1,0.5107612470461435,148.71,Low Value - High Risk
14166,141,2,251.15,1,0.41753603004865314,502.3,Low Value - High Risk
14167,100,4,711.7,1,0.25152500144878487,2846.8,High Value - Low Risk
14168,56,2,370.45,0,0.4168890272906936,740.9,Low Value - High Risk
14169,66,2,621.51,0,0.4155283842635034,1243.02,Low Value - High Risk
14170,11,3,570.18,0,0.32878717397305984,1710.54,High Value - Low Risk
14171,366,1,135.0,1,0.5108376610613721,135.0,Low Value - High Risk
14172,241,3,369.02,1,0.32977811537929935,1107.06,Low Value - Low Risk
14173,277,2,135.16,1,0.4181653539168853,270.32,Low Value - High Risk
14175,54,5,4456.58,0,0.17542052967022545,22282.9,High Value - Low Risk
14176,3,2,339.11,0,0.41705896669594616,678.22,Low Value - High Risk
14177,17,9,1660.23,0,0.0483390875983069,14942.07,High Value - Low Risk
14180,8,9,1570.73,0,0.04843100411024402,14136.57,High Value - Low Risk
14181,46,2,308.35,0,0.4172257802468203,616.7,Low Value - High Risk
14182,79,4,678.77,0,0.2516633031895292,2715.08,High Value - Low Risk
14183,47,2,278.34000000000003,0,0.417388544758216,556.6800000000001,Low Value - High Risk
14186,63,5,1550.6299999999999,0,0.18499419488614358,7753.15,High Value - Low Risk
14187,109,1,123.5,1,0.510901757036715,123.5,Low Value - High Risk
14189,4,2,1160.31,0,0.41261267619991826,2320.62,High Value - High Risk
14190,302,1,79.9,1,0.5111447611130666,79.9,Low Value - High Risk
14191,30,2,132.9,0,0.41817761859248603,265.8,Low Value - High Risk
14192,24,1,293.74,0,0.509952878167731,293.74,Low Value - High Risk
14193,32,1,356.8,0,0.5096013775651286,356.8,Low Value - High Risk
14194,28,15,7321.07,0,0.004734132099257665,109816.04999999999,High Value - Low Risk
14195,75,4,1603.6,0,0.24779836422141197,6414.4,High Value - Low Risk
14197,46,1,390.05,0,0.5094160360255313,390.05,Low Value - High Risk
14198,36,5,868.33,0,0.1872997257833257,4341.650000000001,High Value - Low Risk
14199,59,3,906.3,0,0.3271347992427407,2718.8999999999996,High Value - Low Risk
14200,253,1,379.2,1,0.5094765161833517,379.2,Low Value - High Risk
14201,45,3,446.1,0,0.32939822948752606,1338.3000000000002,Low Value - Low Risk
14202,17,3,847.76,0,0.3274222766478384,2543.2799999999997,High Value - Low Risk
14203,33,1,339.34,0,0.509698701722892,339.34,Low Value - High Risk
14204,58,3,874.22,0,0.32729232119486307,2622.66,High Value - Low Risk
14205,30,7,1947.5,0,0.09629824111564728,13632.5,High Value - Low Risk
14206,24,2,856.85,0,0.4142541051806782,1713.7,High Value - High Risk
14207,323,1,157.8,1,0.5107105827716888,157.8,Low Value - High Risk
14208,187,1,415.31,1,0.5092752304642577,415.31,Low Value - High Risk
14209,21,9,2919.84,0,0.04706291197255417,26278.56,High Value - Low Risk
14210,7,11,3955.68,0,0.022346310656935885,43512.479999999996,High Value - Low Risk
14211,47,9,2161.19,0,0.04782765174425963,19450.71,High Value - Low Risk
14212,81,1,1119.66,0,0.5053484952512484,1119.66,Low Value - High Risk
14213,40,1,1192.2,0,0.5049440406919651,1192.2,Low Value - High Risk
14215,4,4,1626.61,0,0.2477027128246308,6506.44,High Value - Low Risk
14216,50,1,310.74,0,0.5098581200000033,310.74,Low Value - High Risk
14217,2,7,1411.91,0,0.09734288557535764,9883.37,High Value - Low Risk
14219,45,2,543.89,0,0.4159489165820647,1087.78,Low Value - High Risk
14220,203,2,882.6,1,0.4141147477542451,1765.2,High Value - High Risk
14221,85,8,3084.69,0,0.06672766906814995,24677.52,High Value - Low Risk
14224,26,5,831.98,0,0.18742317270636885,4159.9,High Value - Low Risk
14225,70,4,2031.07,0,0.2460254398724605,8124.28,High Value - Low Risk
14226,77,1,770.34,0,0.5072960589778535,770.34,Low Value - High Risk
14227,50,5,3017.75,0,0.18011115335150185,15088.75,High Value - Low Risk
14228,73,3,745.5,0,0.32792476441925383,2236.5,High Value - Low Risk
14229,39,4,1046.84,0,0.25012032920569033,4187.36,High Value - Low Risk
14230,71,3,979.8,0,0.3267740402178376,2939.3999999999996,High Value - Low Risk
14231,86,1,309.90999999999997,0,0.509862746444697,309.90999999999997,Low Value - High Risk
14233,101,3,1441.55,1,0.3245123373399493,4324.65,High Value - Low Risk
14235,134,4,1573.13,1,0.2479250645674993,6292.52,High Value - Low Risk
